index,id,productDisplayName,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,title,description,features,keywords
0,15970,Turtle Check Men Navy Blue Shirt,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Turtle Check Men Navy Blue Casual Shirt,"Elevate your casual wardrobe with the Turtle Check Men Navy Blue Shirt. Designed for comfort and style, this checkered shirt is perfect for fall outings and everyday wear. The breathable fabric ensures all-day comfort while the classic navy blue color adds a touch of sophistication.","['Classic check pattern in navy blue', 'Tailored fit for a modern look', 'Lightweight and breathable fabric', 'Button-down collar for a polished finish', 'Suitable for casual occasions', 'Durable stitching for long-lasting wear']","['shirt', 'navy blue shirt', ""men's shirt"", 'checkered shirt', 'casual shirt', 'fall shirt', ""men's casual wear"", 'topwear', 'apparel']"
1,39386,Peter England Men Party Blue Jeans,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Peter England Men Blue Casual Party Jeans,"Step out in style with the Peter England Men Party Blue Jeans, designed for the modern man who values both comfort and fashion. These blue jeans are perfect for casual summer outings and party wear, crafted to offer a relaxed fit. Made from high-quality fabric, they ensure durability and ease of movement. Elevate your casual wardrobe with these versatile jeans that blend classic style with contemporary appeal.","['Premium quality denim fabric', 'Comfortable relaxed fit for all-day wear', 'Stylish blue color perfect for casual and party occasions', 'Designed specifically for men', 'Ideal for summer season wear', 'Durable stitching and finish', 'Versatile design suitable for various casual events']","['jeans', 'blue jeans', ""men's jeans"", 'casual jeans', 'party jeans', 'summer jeans', ""men's bottomwear"", 'Peter England jeans', 'blue bottomwear']"
2,59263,Titan Women Silver Watch,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Titan Women Silver Casual Watch,"Elevate your everyday style with the Titan Women Silver Watch, designed for casual wear. This elegant accessory features a sleek silver finish that complements any winter outfit. Crafted with precision, it offers both functionality and timeless fashion for women.","['Elegant silver color suitable for winter season', 'Designed specifically for women', 'Casual style perfect for everyday wear', 'Durable construction for long-lasting use', 'Classic analog display for easy time reading']","['watch', 'silver watch', ""women's watch"", 'Titan watch', 'casual watch', 'winter accessory', 'fashion watch', 'analog watch']"
3,21379,Manchester United Men Solid Black Track Pants,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Casual,Manchester United Men Solid Black Casual Track Pants,"Stay comfortable and stylish with the Manchester United Men Solid Black Track Pants. Designed for casual wear, these track pants offer a sleek black color perfect for fall season outings. Made with quality materials, they ensure a comfortable fit throughout the day. Ideal for any casual occasion or relaxed sportswear look.","['Solid black color for a classic look', 'Comfortable fit suitable for casual wear', 'Designed specifically for men', 'Made for the fall season', 'Soft and breathable fabric', 'Elastic waistband for adjustable fit', 'Durable material for long-lasting use']","['track pants', 'black track pants', ""men's track pants"", 'casual bottomwear', 'fall apparel', 'Manchester United track pants', ""men's casual wear"", 'comfortable track pants']"
4,53759,Puma Men Grey T-shirt,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Puma Men Grey Casual T-shirt for Summer,"Stay comfortable and stylish this summer with the Puma Men Grey T-shirt. Designed for casual wear, this t-shirt combines a sleek grey color with high-quality fabric for a breathable fit. Perfect for everyday outings or relaxed occasions, it offers both durability and style. Elevate your summer wardrobe with this timeless piece.","['Classic grey color suitable for versatile styling', 'Lightweight and breathable fabric ideal for summer wear', 'Designed specifically for casual use', 'Comfortable fit for all-day wear', 'Durable material ensuring long-lasting use']","['Puma', 'Men', 'Grey', 'T-shirt', 'Casual', 'Summer', 'Topwear', 'Apparel', 'Tshirts']"
5,1855,Inkfruit Mens Chain Reaction T-shirt,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Inkfruit Mens Grey Casual T-shirt for Summer,"Stay stylish and comfortable this summer with the Inkfruit Mens Chain Reaction T-shirt. Crafted in a versatile grey shade, it is perfect for casual outings. Made with breathable fabric, this T-shirt ensures all-day comfort. Its trendy design adds a modern edge to your everyday wardrobe.","['Premium breathable fabric for comfort', 'Trendy chain reaction graphic design', 'Classic grey color for versatile styling', 'Ideal for casual wear during summer', 'Regular fit suitable for all body types']","['mens t-shirt', 'grey t-shirt', 'casual t-shirt', 'summer apparel', ""men's topwear"", 'inkfruit t-shirt', 'chain reaction design', 'summer fashion']"
6,30805,Fabindia Men Striped Green Shirt,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Ethnic,Fabindia Men Striped Green Ethnic Shirt,"Elevate your summer wardrobe with the Fabindia Men Striped Green Shirt, designed for men who appreciate ethnic style and comfort. Crafted with breathable fabric, this shirt is perfect for casual and festive occasions during the warm season. Its classic striped pattern adds a touch of timeless elegance to your ethnic attire.","['Classic green striped design', 'Lightweight and breathable fabric for summer comfort', 'Ethnic style ideal for traditional and casual wear', 'Full sleeve with buttoned cuffs', 'Regular fit for a comfortable silhouette']","['men shirt', 'green shirt', 'striped shirt', 'ethnic shirt', 'summer shirt', 'topwear for men', 'Fabindia shirt', 'casual ethnic shirt']"
7,26960,Jealous 21 Women Purple Shirt,Women,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Jealous 21 Women Purple Casual Shirt for Summer,"Elevate your casual wardrobe with the Jealous 21 Women Purple Shirt, perfect for the summer season. This stylish shirt in a vibrant purple hue offers a comfortable fit and a trendy look. Ideal for everyday wear, it pairs effortlessly with your favorite bottoms for a chic and relaxed vibe.","['Made from breathable fabric for all-day comfort', 'Vibrant purple color ideal for summer wear', 'Designed specifically for women', 'Casual style perfect for everyday outings', 'Lightweight and easy to style', 'Classic shirt design with a modern twist']","['women shirt', 'purple shirt', 'casual shirt', 'summer topwear', 'Jealous 21', 'women topwear', 'summer shirt', 'purple topwear']"
8,29114,Puma Men Pack of 3 Socks,Men,Accessories,Socks,Socks,Navy Blue,Summer,2012.0,Casual,Puma Men Pack of 3 Navy Blue Casual Socks,"Upgrade your casual wardrobe with the Puma Men Pack of 3 Socks in classic navy blue. Designed for comfort and style, these socks are perfect for everyday wear during the summer season. Crafted to provide a snug fit, they keep your feet comfortable all day long.","['Pack of 3 socks for great value', 'Navy blue color suitable for casual wear', 'Made with breathable materials for summer comfort', 'Designed for men with a snug, comfortable fit', 'Durable and long-lasting fabric', 'Ideal for casual, everyday use']","['socks', 'men', 'navy blue', 'casual', 'summer', 'Puma', 'pack of 3', 'accessories']"
9,30039,Skagen Men Black Watch,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Skagen Men Black Casual Watch,"The Skagen Men Black Watch is a sleek and stylish accessory designed for casual wear. Featuring a minimalist black design, this watch is perfect for everyday use during the winter season. Crafted to complement any outfit, it combines functionality with contemporary fashion.","['Minimalist black dial with easy-to-read markers', 'Durable black strap for comfortable wear', 'Designed specifically for casual outings', 'Suitable for winter season use', 'Lightweight and comfortable on the wrist']","['watch', 'black watch', ""men's watch"", 'casual watch', 'winter watch', 'Skagen watch', ""men's accessories"", 'black accessories']"
